x,y,z,intensity,semantic_class
9.515,-1.105,0.515,0.689,1
5.719,0.829,1.520,0.848,1
6.526,1.371,0.678,0.754,1
8.382,0.349,0.229,0.929,1
9.823,-1.090,1.007,0.788,1
10.591,1.204,1.601,0.877,1
6.163,-0.320,1.695,0.910,1
5.995,0.286,1.018,0.988,1
11.632,-0.202,0.025,0.670,1
8.249,-1.868,0.452,0.787,1
7.408,-1.134,0.197,0.989,1
8.430,-1.283,0.948,0.990,1
11.617,0.290,1.467,0.713,1
7.921,-0.551,0.901,0.695,1
10.241,1.217,0.691,0.784,1
5.943,-1.165,1.453,0.737,1
11.997,-0.932,0.594,0.988,1
11.156,1.914,1.109,0.734,1
6.681,-0.261,1.622,0.985,1
5.457,-0.273,1.556,0.784,1
6.250,-0.697,0.596,0.694,1
8.976,-0.678,0.498,0.826,1
11.695,2.293,0.970,0.696,1
11.051,-1.423,1.098,0.993,1
6.631,2.283,0.800,0.958,1
10.728,-1.684,0.133,0.676,1
9.245,0.120,1.173,0.794,1
7.269,-1.313,0.203,0.858,1
5.170,-1.882,1.247,0.724,1
10.517,-1.667,0.735,0.662,1
9.378,0.555,0.571,0.876,1
7.903,-1.933,0.825,0.629,1
9.842,-0.362,1.601,0.647,1
9.156,-1.359,0.076,0.959,1
11.146,-0.110,0.431,0.822,1
6.261,-1.998,1.599,0.768,1
6.668,-1.769,1.607,1.000,1
5.476,-1.998,0.440,0.897,1
11.206,2.309,1.796,0.914,1
9.696,-1.890,0.333,0.652,1
7.533,-0.209,1.228,0.623,1
8.261,0.394,0.648,0.797,1
11.724,-1.108,1.186,0.827,1
7.719,2.183,1.447,0.949,1
11.768,-2.422,1.614,0.771,1
8.746,0.471,0.047,0.711,1
6.528,2.197,1.069,0.668,1
5.497,1.746,1.412,0.603,1
11.138,0.265,1.250,0.941,1
7.328,0.849,1.157,0.691,1
11.176,1.566,0.093,0.777,1
8.424,-1.816,0.070,0.711,1
9.062,-0.170,0.466,0.793,1
5.604,-0.132,1.748,0.686,1
7.897,-0.601,0.977,0.628,1
5.036,-1.651,1.077,0.817,1
9.311,1.004,1.132,0.959,1
11.640,1.807,0.632,0.783,1
7.131,0.570,1.537,0.871,1
5.145,0.832,1.213,0.918,1
7.475,0.328,1.361,0.930,1
11.198,-1.065,0.125,0.766,1
5.774,0.913,1.674,0.943,1
8.878,0.004,0.563,0.760,1
7.569,-0.244,0.144,0.669,1
10.331,2.295,1.712,0.805,1
5.720,-2.107,0.291,0.871,1
5.690,0.366,0.858,0.750,1
7.203,1.663,0.427,0.715,1
8.066,-1.619,1.644,0.677,1
8.465,-0.828,0.023,0.681,1
11.797,-1.345,0.537,0.941,1
9.155,1.735,0.174,0.666,1
8.599,0.998,1.661,0.884,1
7.348,-0.457,1.430,0.940,1
7.102,1.930,1.422,0.666,1
11.928,-0.506,0.508,0.734,1
6.927,1.230,1.690,0.937,1
5.594,-1.632,0.363,0.979,1
10.285,-0.246,0.745,0.849,1
5.606,-0.369,1.251,0.956,1
6.792,0.733,0.296,0.814,1
6.594,2.472,1.255,0.925,1
6.821,0.618,1.748,0.870,1
6.431,-0.420,0.406,0.954,1
10.396,-2.348,1.590,0.830,1
6.038,-0.086,0.722,0.839,1
7.894,-0.383,1.414,0.789,1
8.345,2.260,0.562,0.618,1
9.744,-0.420,0.241,0.762,1
6.324,-0.416,0.979,0.630,1
9.087,0.611,0.716,0.862,1
7.555,2.087,0.756,0.739,1
6.636,-1.811,1.707,0.898,1
5.309,-2.326,0.560,0.625,1
11.763,0.967,0.208,0.654,1
6.860,0.260,1.303,0.677,1
7.718,0.451,1.002,0.766,1
5.220,0.904,1.473,0.705,1
10.102,1.856,0.132,0.843,1
7.965,-1.812,0.346,0.617,1
10.680,0.579,0.727,0.819,1
8.437,1.207,0.038,0.848,1
5.424,1.379,0.886,0.970,1
11.283,-1.627,1.454,0.982,1
9.072,-0.204,1.223,0.659,1
6.472,-1.147,0.198,0.952,1
9.409,0.498,0.547,0.963,1
6.179,1.033,0.467,0.656,1
10.798,0.556,0.493,0.683,1
10.100,0.557,0.758,0.879,1
7.831,1.841,0.745,0.854,1
10.012,1.128,0.564,0.848,1
9.561,0.577,0.731,0.744,1
6.750,-1.610,0.699,0.739,1
7.189,-1.924,0.372,0.656,1
9.573,-1.245,0.221,0.727,1
-5.663,2.150,0.255,0.407,2
-4.053,4.191,0.365,0.637,2
-4.750,2.986,0.025,0.659,2
-5.956,2.507,0.976,0.613,2
-4.985,3.665,0.956,0.676,2
-3.344,4.112,1.073,0.488,2
-4.050,3.838,1.302,0.511,2
-5.303,4.170,1.468,0.562,2
-3.258,2.008,0.956,0.548,2
-4.272,3.542,1.699,0.425,2
-5.034,4.396,0.132,0.504,2
-5.802,3.856,1.477,0.746,2
-3.575,4.116,1.554,0.653,2
-5.949,4.515,0.269,0.518,2
-3.846,3.596,0.247,0.713,2
-3.607,4.325,0.568,0.568,2
-3.986,3.115,0.730,0.444,2
-4.166,2.498,0.402,0.454,2
-3.705,2.416,0.555,0.434,2
-3.486,2.592,0.316,0.461,2
-3.838,2.836,0.158,0.554,2
-5.594,4.305,1.238,0.460,2
-3.010,3.003,1.635,0.556,2
-4.857,3.851,0.646,0.748,2
-5.904,3.657,0.172,0.779,2
-3.908,4.961,0.358,0.611,2
-4.183,3.666,0.147,0.709,2
-4.930,3.290,0.899,0.646,2
-5.713,4.405,0.192,0.409,2
-4.407,3.729,0.110,0.602,2
-5.333,4.456,1.658,0.603,2
-4.028,4.481,0.541,0.771,2
-3.178,4.658,0.315,0.763,2
-3.142,2.220,0.023,0.753,2
-5.727,2.874,0.148,0.590,2
-3.066,3.550,1.444,0.750,2
-3.693,2.501,0.894,0.608,2
-5.451,2.768,0.429,0.406,2
-5.358,2.495,1.379,0.651,2
-5.256,4.254,1.013,0.407,2
-3.473,3.365,1.263,0.701,2
-4.810,4.657,1.364,0.455,2
-4.960,2.087,0.481,0.486,2
-4.765,3.385,0.747,0.794,2
-5.210,2.206,1.455,0.569,2
-5.925,3.564,1.193,0.453,2
-4.512,2.865,0.953,0.766,2
-3.028,4.800,0.458,0.659,2
-3.022,3.439,1.655,0.402,2
-3.675,4.631,0.104,0.412,2
-4.060,2.711,0.216,0.424,2
-3.980,3.179,1.556,0.777,2
-3.302,2.877,0.493,0.786,2
-3.668,3.701,0.758,0.790,2
-5.460,2.330,0.816,0.522,2
-3.389,2.551,1.061,0.528,2
-3.242,4.322,0.776,0.742,2
-4.869,3.444,1.174,0.689,2
-5.478,4.789,1.488,0.539,2
-4.059,2.441,0.089,0.458,2
-4.606,2.757,0.702,0.797,2
-5.719,4.468,1.075,0.529,2
-3.692,4.956,0.663,0.655,2
-5.122,4.548,0.360,0.586,2
-3.196,4.343,1.140,0.578,2
-4.605,3.276,0.319,0.423,2
-5.763,2.224,0.350,0.420,2
-5.415,3.754,0.706,0.785,2
-3.006,2.374,1.002,0.781,2
-5.124,3.478,0.533,0.575,2
-5.445,2.155,0.248,0.559,2
-3.763,3.314,0.666,0.769,2
-3.403,2.101,0.931,0.401,2
-5.674,3.544,0.509,0.691,2
-4.327,2.565,1.327,0.648,2
-4.505,3.263,1.544,0.598,2
-5.237,2.717,0.468,0.758,2
-4.590,4.174,1.391,0.553,2
-5.178,3.823,0.478,0.658,2
-3.170,2.095,0.980,0.674,2
-3.657,3.228,0.150,0.687,2
-4.138,2.561,1.552,0.518,2
-4.972,3.830,0.056,0.708,2
-5.639,2.467,1.504,0.587,2
-4.085,3.318,1.138,0.487,2
-5.833,3.583,0.245,0.664,2
-5.177,3.163,0.628,0.401,2
-3.866,4.439,0.701,0.560,2
-3.372,2.140,1.051,0.599,2
-3.198,4.982,0.011,0.460,2
-4.320,3.016,0.332,0.504,2
-3.400,4.165,1.509,0.668,2
-3.824,2.001,0.560,0.461,2
-4.330,4.654,0.430,0.508,2
-5.230,3.932,1.132,0.522,2
-5.162,2.372,1.000,0.655,2
-4.547,4.544,1.204,0.720,2
-5.715,2.881,0.629,0.453,2
-5.670,4.824,0.127,0.618,2
-4.263,2.224,0.220,0.750,2
-3.215,4.159,0.322,0.494,2
-3.442,4.278,0.379,0.530,2
-3.226,4.067,1.149,0.729,2
-4.249,2.585,0.806,0.755,2
-5.589,4.236,1.515,0.589,2
-3.429,3.979,0.714,0.535,2
-5.636,3.969,1.263,0.459,2
-3.747,4.962,0.327,0.488,2
-3.226,4.072,0.118,0.407,2
-5.728,2.684,1.687,0.500,2
-5.621,3.708,0.226,0.674,2
-4.205,4.172,1.237,0.574,2
-4.801,2.179,1.526,0.606,2
-5.493,3.902,1.532,0.574,2
-5.646,2.541,1.583,0.689,2
-3.150,3.216,1.585,0.656,2
-3.444,4.808,1.320,0.557,2
-5.078,4.201,0.023,0.646,2
-4.577,4.493,0.327,0.608,2
-4.764,2.401,1.430,0.704,2
-3.152,2.289,1.334,0.412,2
-5.212,2.288,1.145,0.410,2
-4.583,4.463,1.199,0.430,2
-3.160,3.134,0.909,0.602,2
-4.194,2.240,0.287,0.601,2
-5.983,4.900,0.183,0.418,2
-3.484,4.875,1.681,0.497,2
-3.720,2.362,1.387,0.404,2
-3.404,3.880,0.069,0.759,2
-5.594,4.034,1.101,0.797,2
-3.116,2.667,1.411,0.401,2
-3.914,2.238,0.461,0.522,2
-4.774,2.100,1.291,0.570,2
-3.255,3.383,0.132,0.781,2
-5.262,3.238,0.482,0.563,2
-4.244,2.298,1.696,0.613,2
-3.914,2.068,1.164,0.505,2
-4.739,4.221,0.447,0.697,2
-4.998,3.491,0.392,0.742,2
-3.069,3.433,0.035,0.660,2
-5.624,3.507,0.921,0.692,2
-3.722,2.167,1.584,0.588,2
-5.938,4.258,1.123,0.601,2
-4.798,4.876,1.067,0.676,2
-4.159,4.342,0.647,0.547,2
-4.903,3.540,1.215,0.444,2
-4.708,3.119,1.264,0.644,2
-3.417,4.212,1.458,0.478,2
-3.987,3.130,1.670,0.460,2
-5.708,3.469,1.038,0.641,2
-5.463,2.948,0.136,0.512,2
-4.729,4.030,0.343,0.597,2
-5.455,3.059,0.490,0.741,2
-3.050,4.103,1.690,0.663,2
-5.171,3.330,1.182,0.794,2
-4.545,4.283,1.015,0.477,2
-3.620,4.265,0.403,0.435,2
-3.892,4.960,0.789,0.710,2
-4.236,2.804,1.629,0.678,2
-4.557,2.159,0.578,0.435,2
-5.444,2.676,0.616,0.595,2
-5.413,4.890,0.564,0.791,2
-4.081,4.279,0.577,0.477,2
-3.837,2.652,0.057,0.501,2
-4.985,4.722,1.325,0.432,2
-5.436,3.363,1.319,0.420,2
-5.901,3.915,1.615,0.665,2
-3.455,4.120,0.051,0.406,2
-5.421,3.823,0.518,0.750,2
-5.888,3.672,0.396,0.706,2
-4.428,4.969,1.590,0.800,2
-5.715,3.280,0.742,0.747,2
-4.565,3.329,1.180,0.459,2
-4.163,2.691,0.126,0.640,2
-5.205,3.188,0.722,0.664,2
-3.908,3.049,0.089,0.507,2
-3.995,3.842,1.630,0.664,2
-5.143,2.793,0.535,0.553,2
-4.007,3.804,1.696,0.643,2
-5.626,4.769,0.303,0.691,2
-4.930,4.907,0.339,0.630,2
-4.292,2.941,1.269,0.499,2
-3.756,3.364,0.316,0.742,2
-5.140,2.547,0.773,0.477,2
-4.705,2.804,0.637,0.587,2
-3.440,3.621,1.515,0.482,2
-5.392,3.470,1.647,0.611,2
-4.161,3.720,1.255,0.554,2
-5.661,4.209,1.197,0.670,2
-4.596,2.579,0.406,0.730,2
-4.938,3.177,0.084,0.509,2
-3.014,4.132,0.870,0.499,2
-4.385,2.437,0.025,0.643,2
-3.645,4.205,0.984,0.644,2
-5.644,2.429,0.807,0.576,2
-4.351,3.383,0.387,0.693,2
-5.711,4.771,1.021,0.734,2
-3.526,3.055,0.239,0.768,2
-5.624,2.807,0.604,0.600,2
-4.567,2.482,0.041,0.776,2
-3.714,2.162,1.556,0.531,2
-4.604,2.728,1.276,0.409,2
-5.055,2.334,1.178,0.740,2
-3.794,3.771,1.069,0.659,2
-4.586,4.906,1.483,0.638,2
-4.440,3.102,0.223,0.788,2
-3.532,3.846,1.129,0.456,2
-5.611,2.914,0.648,0.635,2
-5.650,4.612,1.383,0.403,2
-3.003,2.597,1.147,0.770,2
-3.046,3.547,0.504,0.481,2
-3.402,3.061,1.116,0.653,2
-4.214,2.636,0.725,0.464,2
-5.775,2.301,0.114,0.498,2
-5.480,4.299,0.244,0.596,2
-4.615,2.463,0.654,0.595,2
-4.184,2.386,1.481,0.509,2
-4.922,2.043,0.315,0.630,2
-3.216,3.117,1.190,0.473,2
-3.665,2.965,1.036,0.574,2
-5.443,4.124,1.362,0.609,2
-4.065,2.925,0.991,0.511,2
-5.356,4.901,1.229,0.800,2
-5.005,4.349,0.001,0.706,2
-5.503,2.977,0.952,0.740,2
-5.235,3.276,0.574,0.541,2
-4.761,4.651,1.320,0.695,2
-4.036,2.486,1.078,0.685,2
-3.394,3.890,0.757,0.631,2
-5.507,4.291,0.692,0.668,2
-4.327,4.633,1.406,0.669,2
-3.467,2.403,1.386,0.738,2
-3.408,3.508,1.484,0.494,2
-4.027,2.733,1.258,0.646,2
-3.259,3.728,0.697,0.507,2
-5.205,3.456,0.313,0.533,2
-3.665,2.948,1.196,0.689,2
-4.738,2.995,0.436,0.559,2
-3.134,3.058,1.498,0.486,2
-4.742,2.645,0.106,0.476,2
-3.205,4.610,0.763,0.768,2
-5.188,4.392,0.069,0.406,2
-3.678,2.371,0.716,0.752,2
-3.531,2.208,0.477,0.443,2
-3.697,2.107,1.508,0.568,2
-3.734,3.416,0.407,0.453,2
-5.563,3.235,1.310,0.417,2
-3.610,2.568,0.402,0.719,2
-5.749,2.291,1.061,0.557,2
-5.000,4.193,1.103,0.690,2
-5.366,2.321,0.077,0.613,2
-4.061,4.712,0.365,0.722,2
-4.020,3.995,0.480,0.521,2
-3.055,3.900,0.159,0.416,2
-4.305,4.328,1.028,0.497,2
-4.914,3.548,0.713,0.410,2
-5.209,3.114,0.088,0.419,2
-3.910,2.615,0.230,0.663,2
-4.224,2.403,0.212,0.420,2
-4.252,4.563,0.118,0.455,2
-5.784,4.685,0.176,0.547,2
-3.292,2.008,1.539,0.640,2
-5.884,4.907,1.122,0.568,2
-5.001,2.534,0.417,0.560,2
-4.273,2.986,0.861,0.479,2
-4.189,3.208,0.026,0.753,2
-4.073,2.159,1.116,0.781,2
-5.934,2.642,1.638,0.720,2
-5.754,3.816,0.698,0.500,2
-5.482,3.189,0.759,0.709,2
-3.952,3.647,1.557,0.725,2
-4.996,2.407,0.777,0.791,2
-3.896,4.718,0.896,0.757,2
-3.484,4.791,1.234,0.525,2
-3.408,2.686,1.350,0.794,2
-4.423,2.837,1.045,0.614,2
-5.879,2.856,0.243,0.622,2
-3.087,3.716,0.680,0.685,2
-4.992,3.316,1.170,0.766,2
-4.932,4.175,0.071,0.447,2
-3.315,4.068,0.941,0.716,2
-5.865,2.601,0.038,0.555,2
-4.652,2.914,1.543,0.664,2
-5.850,3.348,0.236,0.800,2
-5.840,3.963,1.613,0.593,2
-4.504,2.301,1.469,0.736,2
-4.790,3.862,0.162,0.753,2
-5.170,3.537,0.825,0.498,2
-4.280,2.667,0.422,0.421,2
-3.746,4.535,1.659,0.440,2
-5.443,2.915,0.135,0.746,2
-3.291,2.243,1.536,0.760,2
-3.342,3.214,0.343,0.695,2
-3.420,3.082,0.709,0.487,2
-4.459,2.467,0.372,0.775,2
-3.860,3.620,0.900,0.796,2
-4.230,4.801,1.333,0.554,2
-4.017,3.817,0.085,0.625,2
-4.701,2.320,1.074,0.671,2
-5.277,4.398,1.412,0.738,2
-5.142,2.156,1.571,0.778,2
-4.540,3.135,1.461,0.468,2
-4.782,3.061,1.078,0.789,2
-5.330,2.061,0.337,0.540,2
-4.496,4.300,0.944,0.784,2
-3.906,4.562,1.416,0.561,2
-4.676,3.560,1.561,0.567,2
-3.308,4.718,1.160,0.650,2
-5.227,4.579,0.458,0.642,2
-3.046,4.477,1.063,0.402,2
-4.825,3.033,0.188,0.413,2
-3.922,2.308,0.534,0.655,2
-4.281,2.100,1.505,0.686,2
-3.718,4.781,0.674,0.481,2
-4.829,3.684,0.986,0.735,2
-3.498,4.655,0.279,0.656,2
-5.465,3.409,1.356,0.595,2
-5.091,3.101,0.705,0.688,2
-5.984,2.702,0.666,0.703,2
-3.541,4.503,0.790,0.691,2
-3.583,3.964,0.409,0.659,2
-3.585,4.351,0.797,0.788,2
-4.010,2.875,1.183,0.630,2
-3.691,3.187,1.518,0.425,2
-3.886,3.437,0.360,0.541,2
-5.668,3.880,1.129,0.433,2
-4.980,4.682,0.629,0.645,2
-3.336,4.513,0.810,0.532,2
-3.243,2.542,1.404,0.464,2
-5.420,2.242,0.626,0.528,2
-3.447,3.675,1.430,0.781,2
-5.564,4.271,0.307,0.562,2
-3.743,2.519,0.176,0.497,2
-4.799,3.699,0.122,0.402,2
-4.047,2.006,1.053,0.416,2
-5.574,4.058,0.165,0.465,2
-4.628,3.147,0.773,0.422,2
-4.990,3.250,0.427,0.685,2
-5.084,3.605,0.599,0.539,2
-5.428,3.237,0.126,0.528,2
-4.697,4.415,1.326,0.676,2
-5.041,3.832,1.462,0.452,2
-5.706,4.654,1.061,0.756,2
-4.432,3.672,1.434,0.411,2
-5.332,2.444,1.221,0.672,2
-3.206,2.332,1.240,0.713,2
-4.581,3.774,1.491,0.628,2
-4.055,2.234,0.242,0.709,2
-3.567,2.373,0.715,0.458,2
-4.490,3.505,0.073,0.733,2
-3.279,4.043,1.488,0.702,2
-5.683,3.816,1.258,0.505,2
-4.394,3.819,0.345,0.740,2
-4.348,2.210,1.346,0.643,2
-3.083,4.218,0.849,0.511,2
-5.737,3.187,0.721,0.535,2
-5.799,4.845,1.403,0.729,2
-3.307,4.292,0.062,0.534,2
-4.285,3.224,0.741,0.628,2
-4.761,2.088,1.467,0.571,2
-5.048,4.299,1.341,0.748,2
-5.817,2.121,1.501,0.498,2
-3.890,4.689,0.366,0.579,2
-3.528,3.333,1.037,0.546,2
-3.775,3.032,0.246,0.576,2
-4.445,3.552,1.210,0.787,2
-4.972,3.507,0.848,0.767,2
-4.434,3.111,0.545,0.475,2
-3.563,3.225,0.864,0.762,2
-5.232,4.567,0.112,0.797,2
-3.155,3.584,1.464,0.691,2
-5.851,3.836,0.851,0.512,2
-5.445,4.429,1.677,0.730,2
-5.118,4.999,1.178,0.630,2
-5.227,2.786,0.064,0.759,2
-5.327,3.441,0.441,0.677,2
-3.947,3.083,0.288,0.460,2
-3.697,4.532,1.479,0.611,2
-5.899,3.790,0.387,0.713,2
-3.032,2.008,1.507,0.580,2
-3.154,4.116,1.533,0.619,2
-3.093,3.641,0.422,0.719,2
-5.293,4.458,0.479,0.629,2
-5.958,4.117,0.272,0.503,2
-5.348,2.574,0.432,0.737,2
-4.449,3.851,0.579,0.616,2
-4.148,3.323,1.032,0.429,2
-4.680,4.743,1.554,0.666,2
-4.753,3.317,1.507,0.663,2
-5.056,3.177,1.670,0.669,2
-4.484,3.049,0.764,0.596,2
-4.565,2.777,1.001,0.551,2
-4.379,4.760,0.133,0.768,2
-3.463,3.283,0.826,0.559,2
-5.595,2.097,0.970,0.675,2
-3.582,3.501,0.575,0.643,2
-3.512,4.790,1.092,0.550,2
-3.684,2.831,0.585,0.501,2
-5.242,4.884,1.451,0.672,2
-5.606,2.869,0.063,0.640,2
10.680,7.499,0.481,0.317,3
10.200,7.138,1.387,0.487,3
13.432,7.068,2.123,0.375,3
11.379,7.131,2.271,0.271,3
15.990,7.234,2.769,0.477,3
13.930,7.144,2.775,0.220,3
10.099,7.206,2.253,0.232,3
17.429,7.158,0.730,0.435,3
17.522,7.128,1.322,0.432,3
13.687,7.285,1.500,0.268,3
17.157,7.419,1.261,0.235,3
14.199,7.302,1.849,0.451,3
17.616,7.225,1.648,0.284,3
13.922,7.222,0.694,0.436,3
14.175,7.059,0.156,0.454,3
15.666,7.415,0.719,0.335,3
12.201,7.063,1.116,0.321,3
11.792,7.200,0.041,0.274,3
13.162,7.447,2.676,0.472,3
14.722,7.104,2.263,0.293,3
14.478,7.101,3.328,0.360,3
13.430,7.414,0.960,0.410,3
15.734,7.388,1.220,0.384,3
11.227,7.418,2.269,0.400,3
14.546,7.430,3.219,0.345,3
11.637,7.184,0.354,0.215,3
17.828,7.413,0.239,0.412,3
14.441,7.220,2.361,0.496,3
15.513,7.376,3.258,0.231,3
16.935,7.076,2.776,0.397,3
17.733,7.188,0.909,0.281,3
16.005,7.259,1.548,0.376,3
14.807,7.480,1.703,0.236,3
17.825,7.078,1.293,0.282,3
15.540,7.373,3.285,0.366,3
15.702,7.294,0.976,0.254,3
15.717,7.429,2.114,0.394,3
16.944,7.333,3.175,0.213,3
16.713,7.213,0.157,0.371,3
15.505,7.001,0.204,0.289,3
12.211,7.486,1.297,0.431,3
14.067,7.495,2.112,0.352,3
12.760,7.323,0.681,0.399,3
14.135,7.191,1.794,0.316,3
16.859,7.134,1.951,0.227,3
13.380,7.201,1.654,0.389,3
12.010,7.287,1.657,0.404,3
11.896,7.368,2.330,0.260,3
13.482,7.205,0.389,0.390,3
15.783,7.037,0.291,0.354,3
17.930,7.353,1.454,0.395,3
10.617,7.471,1.737,0.441,3
10.069,7.139,2.602,0.382,3
14.926,7.043,0.080,0.293,3
10.478,7.122,0.786,0.425,3
12.295,7.044,2.557,0.365,3
12.615,7.121,2.661,0.462,3
15.744,7.006,0.063,0.457,3
10.227,7.331,2.273,0.466,3
17.879,7.329,3.250,0.438,3
12.063,7.097,3.106,0.306,3
15.818,7.090,1.261,0.215,3
14.350,7.272,2.166,0.385,3
10.531,7.033,3.340,0.265,3
12.914,7.174,2.088,0.418,3
11.258,7.183,2.179,0.251,3
17.117,7.091,0.489,0.240,3
12.300,7.014,3.374,0.298,3
15.495,7.079,2.263,0.326,3
12.934,7.299,2.262,0.254,3
11.318,7.135,0.261,0.247,3
14.304,7.023,1.333,0.237,3
13.279,7.352,1.291,0.391,3
14.843,7.397,1.998,0.345,3
12.307,7.373,1.623,0.449,3
17.325,7.299,0.184,0.218,3
16.199,7.269,2.400,0.272,3
11.551,7.182,3.425,0.236,3
13.265,7.313,0.773,0.407,3
12.089,7.191,0.825,0.265,3
16.875,7.045,0.406,0.249,3
14.585,7.287,0.715,0.390,3
14.571,7.374,1.886,0.461,3
16.963,7.053,0.705,0.490,3
16.392,7.150,1.826,0.268,3
12.488,7.238,3.421,0.358,3
10.260,7.116,1.662,0.358,3
16.974,7.002,1.925,0.212,3
16.700,7.461,1.438,0.251,3
10.119,7.056,2.054,0.478,3
11.432,7.470,2.322,0.275,3
12.978,7.112,2.589,0.390,3
17.131,7.136,2.318,0.206,3
13.122,7.091,2.790,0.290,3
13.751,7.088,1.101,0.356,3
10.816,7.007,1.932,0.320,3
12.905,7.360,2.597,0.390,3
13.183,7.231,0.411,0.351,3
17.440,7.290,2.206,0.284,3
15.036,7.125,2.276,0.496,3
10.537,7.453,0.211,0.227,3
14.118,7.142,2.178,0.350,3
10.855,7.288,3.460,0.450,3
16.556,7.120,2.265,0.273,3
16.447,7.060,2.560,0.273,3
16.473,7.064,0.276,0.431,3
12.143,7.394,3.382,0.500,3
11.178,7.029,1.990,0.444,3
10.453,7.109,0.493,0.357,3
15.431,7.023,3.347,0.410,3
17.148,7.229,2.838,0.221,3
11.544,7.278,3.396,0.456,3
12.308,7.064,2.255,0.404,3
11.516,7.479,1.773,0.328,3
14.119,7.411,1.314,0.491,3
15.729,7.432,2.044,0.344,3
12.438,7.316,2.136,0.216,3
16.356,7.007,1.662,0.355,3
10.516,7.450,1.906,0.229,3
16.344,7.120,3.297,0.465,3
11.100,7.394,2.190,0.337,3
13.503,7.215,3.465,0.411,3
15.989,7.388,3.072,0.296,3
14.297,7.016,0.980,0.304,3
17.483,7.301,3.186,0.202,3
10.982,7.085,1.257,0.457,3
16.512,7.432,0.702,0.484,3
12.347,7.492,0.238,0.351,3
15.214,7.228,1.889,0.347,3
11.486,7.427,1.885,0.407,3
11.647,7.302,2.338,0.346,3
11.175,7.164,2.584,0.444,3
17.064,7.176,1.625,0.382,3
12.971,7.128,2.742,0.369,3
10.976,7.056,1.846,0.478,3
16.139,7.100,1.218,0.231,3
14.588,7.143,0.568,0.419,3
17.024,7.275,0.437,0.451,3
11.456,7.298,1.447,0.434,3
10.973,7.090,0.039,0.455,3
11.894,7.207,0.526,0.336,3
17.235,7.349,0.589,0.335,3
11.111,7.477,2.026,0.483,3
11.085,7.169,2.719,0.468,3
17.965,7.263,3.354,0.409,3
11.481,7.407,0.355,0.415,3
16.304,7.264,1.684,0.299,3
17.279,7.234,2.045,0.424,3
15.323,7.115,1.339,0.206,3
12.680,7.437,1.053,0.231,3
12.101,7.321,1.898,0.327,3
15.940,7.103,1.282,0.420,3
14.466,7.293,1.623,0.203,3
13.297,7.084,1.962,0.446,3
12.202,7.252,1.290,0.328,3
16.519,7.005,2.328,0.487,3
16.271,7.500,0.607,0.440,3
13.493,7.463,1.762,0.204,3
14.283,7.044,1.339,0.494,3
10.780,7.226,3.113,0.445,3
13.070,7.246,1.949,0.345,3
10.581,7.013,3.234,0.339,3
16.890,7.356,3.106,0.336,3
16.784,7.285,2.864,0.348,3
11.088,7.453,0.719,0.468,3
12.135,7.007,3.052,0.301,3
11.642,7.301,1.614,0.381,3
13.172,7.089,1.016,0.434,3
15.213,7.323,2.257,0.433,3
15.634,7.278,0.485,0.238,3
12.142,7.082,2.062,0.412,3
12.229,7.418,2.016,0.325,3
15.300,7.158,1.440,0.487,3
14.406,7.437,3.430,0.408,3
17.795,7.424,3.070,0.250,3
15.709,7.276,1.615,0.240,3
11.780,7.197,0.613,0.252,3
12.276,7.475,2.233,0.348,3
15.276,7.347,1.232,0.243,3
15.534,7.420,0.770,0.231,3
14.792,7.335,2.141,0.253,3
10.915,7.487,1.974,0.316,3
14.009,7.433,1.198,0.477,3
16.996,7.023,2.364,0.428,3
17.350,7.302,2.497,0.271,3
15.078,7.152,1.826,0.447,3
13.005,7.271,0.728,0.469,3
15.383,7.387,2.136,0.395,3
16.404,7.314,0.001,0.418,3
16.891,7.495,2.951,0.273,3
14.226,7.276,0.046,0.268,3
11.029,7.026,0.207,0.319,3
16.952,7.485,2.932,0.222,3
16.512,7.449,1.785,0.384,3
16.171,7.483,3.068,0.326,3
16.591,7.078,0.310,0.275,3
10.828,7.036,1.359,0.421,3
17.717,7.297,2.618,0.329,3
14.946,7.380,1.182,0.412,3
17.540,7.441,1.727,0.484,3
16.902,7.152,0.338,0.336,3
11.776,7.459,2.866,0.447,3
11.648,7.434,2.663,0.243,3
10.949,7.492,2.154,0.310,3
16.594,7.422,1.278,0.436,3
10.892,7.391,1.213,0.264,3
17.386,7.444,2.975,0.420,3
13.050,7.368,1.927,0.300,3
11.577,7.348,0.885,0.425,3
17.426,7.137,0.215,0.440,3
15.315,7.404,3.493,0.213,3
15.154,7.295,2.530,0.435,3
15.769,7.084,0.598,0.446,3
13.747,7.192,1.824,0.456,3
13.178,7.438,1.331,0.206,3
13.400,7.214,1.867,0.320,3
14.087,7.102,1.823,0.419,3
14.967,7.485,0.073,0.336,3
13.212,7.013,2.039,0.230,3
12.082,7.308,0.154,0.345,3
16.870,7.142,2.286,0.260,3
13.207,7.414,3.179,0.246,3
16.423,7.497,0.303,0.492,3
17.144,7.103,0.377,0.270,3
14.475,7.017,0.365,0.410,3
14.725,7.468,1.354,0.341,3
13.671,7.158,1.348,0.335,3
15.594,7.339,1.459,0.235,3
10.328,7.444,1.478,0.380,3
11.464,7.406,0.449,0.355,3
12.555,7.019,1.230,0.216,3
17.705,7.032,2.508,0.391,3
13.458,7.264,1.366,0.264,3
15.118,7.101,2.836,0.447,3
